,Publishing_Year,Book_Name,Author,Language_Code,Author_Rating,Book_Average_Rating,Book_Ratings_Count,Genre,Publisher_Revenue,Sale_Price,Sale_Rank,Publisher,Units_Sold,Sale_Disc
942,2008.0,"Lover Enshrined, part one",J.R. Ward,eng,Excellent,4.12,87432,genre fiction,593.34,8.99,1106,Random House LLC,4320,38836.8
943,2013.0,The Golem and the Jinni,Helene Wecker,eng,Excellent,4.1,59650,genre fiction,0.0,3.99,1107,"Amazon Digital Services,  Inc.",4320,17236.8
944,2012.0,Ø§Ù„Ø£Ø³ÙˆØ¯ ÙŠÙ„ÙŠÙ‚ Ø¨Ùƒ,"Ø£Ø­Ù„Ø§Ù… Ù…Ø³ØªØºØ§Ù†Ù…ÙŠ, Ahlam Mosteghanemi",ara,Intermediate,3.72,42958,nonfiction,720.06,10.91,1107,Simon and Schuster Digital Sales Inc,4320,47131.2
945,2003.0,The Slippery Slope,"Lemony Snicket, Brett Helquist",en-US,Intermediate,4.0,81362,genre fiction,593.34,8.99,1111,Penguin Group (USA) LLC,4320,38836.8
948,2004.0,Furies of Calderon ,Jim Butcher,eng,Excellent,4.12,70269,genre fiction,0.0,0.99,1119,"Amazon Digital Services,  Inc.",4280,4237.2
950,2009.0,Her Fearful Symmetry,Audrey Niffenegger,en-GB,Novice,3.23,63737,nonfiction,250.14,3.79,1120,HarperCollins Publishers,4280,16221.2
951,2014.0,The Boston Girl,Anita Diamant,eng,Intermediate,3.79,51603,genre fiction,0.0,4.99,1120,"Amazon Digital Services,  Inc.",4280,21357.2
952,2009.0,"Lover Enshrined, part two",J.R. Ward,eng,Excellent,4.38,84650,children,296.34,4.49,1123,Macmillan,4280,19217.2
959,2015.0,Finders Keepers,Stephen King,eng,Excellent,4.03,36541,fiction,0.0,0.99,1131,"Amazon Digital Services,  Inc.",4280,4237.2
960,2009.0,The Strain,"Guillermo del Toro, Chuck Hogan",en-US,Intermediate,3.77,58631,genre fiction,64.746,0.99,1132,"Amazon Digital Services,  Inc.",4280,4237.2
963,2007.0,Born Standing Up: A Comic's Life,Steve Martin,eng,Intermediate,3.87,60869,nonfiction,64.746,0.99,1137,"Amazon Digital Services,  Inc.",4280,4237.2
964,2005.0,PostSecret: Extraordinary Confessions from Ordinary Lives,Frank Warren,es,Excellent,4.01,58841,nonfiction,0.0,0.99,1138,"Amazon Digital Services,  Inc.",4280,4237.2
965,2000.0,A Storm of Swords: Part 2 Blood and Gold,George R.R. Martin,eng,Famous,4.56,54977,genre fiction,0.0,2.99,1140,"Amazon Digital Services,  Inc.",4280,12797.2
967,1999.0,Hearts in Atlantis,Stephen King,eng,Intermediate,3.8,65063,genre fiction,130.146,1.99,1142,Macmillan,4240,8437.6
968,2016.0,,Jodi Picoult,eng,Excellent,4.35,73745,genre fiction,784.146,11.99,1144,Penguin Group (USA) LLC,4240,50837.6
970,2003.0,The Queen's Fool,Philippa Gregory,en-US,Intermediate,3.83,69504,genre fiction,359.046,5.49,1148,Simon and Schuster Digital Sales Inc,4240,23277.6
971,2012.0,Days of Blood & Starlight,Laini Taylor,en-CA,Excellent,4.21,85746,genre fiction,195.546,2.99,1148,"Amazon Digital Services,  Inc.",4240,12677.6
973,2006.0,"The Battle for Skandia (Ranger's Apprentice, #4)",John Flanagan,en-US,Excellent,4.32,60959,genre fiction,195.546,2.99,1149,"Amazon Digital Services,  Inc.",4240,12677.6
974,2012.0,The Darkest Minds,Alexandra Bracken,eng,Excellent,4.26,83886,fiction,372.126,5.69,1150,Hachette Book Group,4240,24125.6
975,2005.0,O Zahir,"Paulo Coelho, Margaret Jull Costa",eng,Intermediate,3.56,50921,genre fiction,0.0,3.99,1151,"Amazon Digital Services,  Inc.",4240,16917.600000000002
977,2015.0,"In a Dark, Dark Wood ",Ruth Ware,eng,Intermediate,3.65,67344,genre fiction,0.0,0.99,1153,"Amazon Digital Services,  Inc.",4240,4197.6
979,2006.0,Fairy Tail 1,"Hiro Mashima, William Flanagan",eng,Famous,4.4,65477,genre fiction,0.0,3.99,1155,"Amazon Digital Services,  Inc.",4240,16917.600000000002
980,2014.0,The Slow Regard of Silent Things,"Patrick Rothfuss, Nate  Taylor",eng,Intermediate,3.92,57716,genre fiction,0.0,3.99,1156,"Amazon Digital Services,  Inc.",4240,16917.600000000002
982,2010.0,"Lover Avenged, part one",J.R. Ward,eng,Famous,4.41,82824,genre fiction,0.0,4.99,1160,"Amazon Digital Services,  Inc.",109,543.91
983,1999.0,In the Heart of the Sea: The Tragedy of the Whaleship Essex,Nathaniel Philbrick,en-US,Excellent,4.16,57259,genre fiction,0.0,0.99,1160,"Amazon Digital Services,  Inc.",109,107.91
984,2006.0,Infidel,Ayaan Hirsi Ali,eng,Excellent,4.2,58432,genre fiction,0.0,0.99,1161,"Amazon Digital Services,  Inc.",109,107.91
985,2007.0,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,eng,Intermediate,3.88,53586,genre fiction,0.0,6.99,1161,"Amazon Digital Services,  Inc.",109,761.91
986,2012.0,The Twelve,Justin Cronin,eng,Intermediate,3.98,56756,genre fiction,0.0,4.99,1164,"Amazon Digital Services,  Inc.",108,538.9200000000001
991,2009.0,Brooklyn,Colm TÃ³ibÃ­n,eng,Intermediate,3.63,55459,genre fiction,995.976,15.37,1168,"Amazon Digital Services,  Inc.",108,1659.9599999999998
992,2011.0,Wither,Lauren DeStefano,eng,Intermediate,3.81,84776,genre fiction,0.0,3.82,1169,"Amazon Digital Services,  Inc.",108,412.56
993,2016.0,Hillbilly Elegy. A Memoir of a Family and Culture in Crisis,J.D. Vance,eng,Intermediate,3.99,80737,genre fiction,0.0,3.99,1169,"Amazon Digital Services,  Inc.",108,430.92
994,2003.0,Crossroads of Twilight,Robert Jordan,en-US,Intermediate,3.82,61361,genre fiction,0.0,3.99,1170,"Amazon Digital Services,  Inc.",108,430.92
996,2014.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,eng,Excellent,4.17,60236,genre fiction,690.12,10.65,1174,Penguin Group (USA) LLC,108,1150.2
997,1999.0,Gardens of the Moon,Steven Erikson,eng,Intermediate,3.85,57993,genre fiction,0.0,3.99,1175,"Amazon Digital Services,  Inc.",108,430.92
998,2006.0,A Bruxa de Portobello,Paulo Coelho,eng,Intermediate,3.51,51461,genre fiction,796.392,12.29,1179,HarperCollins Publishers,108,1327.32
1000,2003.0,Gregor the Overlander,Suzanne Collins,eng,Intermediate,3.99,66823,genre fiction,0.0,2.99,1183,"Amazon Digital Services,  Inc.",108,322.92
1001,2011.0,Sing You Home,Jodi Picoult,en-US,Intermediate,3.76,62494,genre fiction,309.744,4.78,1184,"Amazon Digital Services,  Inc.",108,516.24
1003,2005.0,The Camel Club,David Baldacci,eng,Excellent,4.02,58973,nonfiction,83.592,1.29,1187,"Amazon Digital Services,  Inc.",108,139.32
1004,2006.0,Saving The World and Other Extreme Sports,James Patterson,en-US,Excellent,4.16,75436,genre fiction,449.064,6.93,1190,Hachette Book Group,108,748.4399999999999
1005,1996.0,Blood of the Fold,Terry Goodkind,en-US,Intermediate,3.98,60624,genre fiction,64.152,0.99,1192,"Amazon Digital Services,  Inc.",108,106.92
1006,2006.0,The Boleyn Inheritance,Philippa Gregory,eng,Intermediate,3.84,62135,genre fiction,388.152,5.99,1193,Hachette Book Group,108,646.9200000000001
1007,2015.0,A Spool of Blue Thread,Anne Tyler,eng,Novice,3.4,42339,genre fiction,712.152,10.99,1194,Penguin Group (USA) LLC,108,1186.92
1008,2016.0,The Underground Railroad,Colson Whitehead,eng,Excellent,4.04,72052,genre fiction,0.0,4.99,1195,"Amazon Digital Services,  Inc.",108,538.9200000000001
1009,2007.0,Masquerade,Melissa de la Cruz,en-US,Intermediate,3.91,76598,genre fiction,64.152,0.99,1196,"Amazon Digital Services,  Inc.",108,106.92
1010,2011.0,The Iron Queen,Julie Kagawa,eng,Excellent,4.24,82373,nonfiction,0.0,3.99,1196,"Amazon Digital Services,  Inc.",108,430.92
1011,2012.0,Losing It,Cora Carmack,eng,Intermediate,3.77,84438,genre fiction,323.352,4.99,1197,HarperCollins Publishers,108,538.9200000000001
1012,2012.0,The Racketeer,John Grisham,es,Intermediate,3.79,48286,genre fiction,193.752,2.99,1198,"Amazon Digital Services,  Inc.",108,322.92
1013,1999.0,Disgrace,J.M. Coetzee,eng,Intermediate,3.83,50422,fiction,647.352,9.99,1198,Random House LLC,108,1078.92
1015,2010.0,The Black Prism,Brent Weeks,en-US,Excellent,4.24,58906,genre fiction,0.0,3.99,1199,"Amazon Digital Services,  Inc.",108,430.92
1016,2004.0,The Mermaid Chair,Sue Monk Kidd,eng,Novice,3.1,62760,genre fiction,0.0,2.99,1199,"Amazon Digital Services,  Inc.",108,322.92
1018,2002.0,The Carnivorous Carnival,"Lemony Snicket, Brett Helquist",en-US,Intermediate,3.97,83981,genre fiction,0.0,0.99,1201,"Amazon Digital Services,  Inc.",107,105.93
1019,2010.0,Heist Society,Ally Carter,en-US,Intermediate,3.91,75834,genre fiction,512.958,7.99,1201,Random House LLC,107,854.9300000000001
1020,2016.0,Behind Closed Doors,B.A. Paris,eng,Intermediate,3.93,57865,fiction,551.478,8.59,1201,Penguin Group (USA) LLC,107,919.13
1023,2006.0,Ptolemy's Gate,Jonathan Stroud,eng,Excellent,4.24,63838,genre fiction,763.338,11.89,1207,HarperCollins Publishers,107,1272.23
1025,2012.0,Opal,Jennifer L. Armentrout,es,Excellent,4.34,92014,genre fiction,0.0,0.99,1213,"Amazon Digital Services,  Inc.",107,105.93
1026,2008.0,Zeitoun,Dave Eggers,es,Excellent,4.08,55398,genre fiction,0.0,3.82,1214,"Amazon Digital Services,  Inc.",107,408.74
1027,2010.0,Out of My Mind,Sharon M. Draper,en-US,Excellent,4.37,63756,nonfiction,0.0,2.99,1215,"Amazon Digital Services,  Inc.",107,319.93
1028,2012.0,Rapture,Lauren Kate,eng,Excellent,4.03,79360,nonfiction,769.758,11.99,1216,Random House LLC,107,1282.93
1029,2010.0,Switched,Amanda Hocking,eng,Intermediate,3.89,45319,genre fiction,384.558,5.99,1217,Macmillan,107,640.9300000000001
1031,2015.0,,Colleen Hoover,en-GB,Excellent,4.25,72611,nonfiction,705.558,10.99,1218,"Amazon Digital Services,  Inc.",107,1175.93
1032,2012.0,Pines,Blake Crouch,es,Intermediate,3.88,34789,genre fiction,0.0,0.99,1218,"Amazon Digital Services,  Inc.",107,105.93
1034,2012.0,Death Comes to Pemberley,P.D. James,eng,Novice,3.21,65906,genre fiction,256.158,3.99,1220,"Amazon Digital Services,  Inc.",107,426.93
1037,2016.0,It Ends with Us,Colleen Hoover,eng,Famous,4.44,80433,fiction,448.758,6.99,1223,Penguin Group (USA) LLC,107,747.9300000000001
1042,2001.0,A Painted House,John Grisham,eng,Intermediate,3.67,59974,nonfiction,0.0,0.99,1232,"Amazon Digital Services,  Inc.",107,105.93
1044,2008.0,Let It Snow: Three Holiday Romances,"John Green, Maureen Johnson, Lauren Myracle",eng,Intermediate,3.84,57632,fiction,689.508,10.74,1235,Penguin Group (USA) LLC,107,1149.18
1045,2010.0,"Full Dark, No Stars",Stephen King,en-US,Excellent,4.03,60672,genre fiction,384.558,5.99,1236,Random House LLC,107,640.9300000000001
1046,2014.0,Being Mortal: Medicine and What Matters in the End,Atul Gawande,eng,Famous,4.4,56510,genre fiction,0.0,2.99,1237,"Amazon Digital Services,  Inc.",107,319.93
1048,2010.0,Chelsea Chelsea Bang Bang,Chelsea Handler,en-US,Intermediate,3.81,55355,children,286.2,4.5,1241,"Amazon Digital Services,  Inc.",106,477.0
1052,2006.0,Nick & Norah's Infinite Playlist,"Rachel Cohn, David Levithan",en-US,Intermediate,3.73,60372,genre fiction,508.164,7.99,1247,Random House LLC,106,846.94
1054,2011.0,Forever,Maggie Stiefvater,eng,Intermediate,3.91,85034,genre fiction,496.716,7.81,1249,Penguin Group (USA) LLC,106,827.86
1055,1996.0,The Beach,Alex Garland,eng,Intermediate,3.91,52333,fiction,353.616,5.56,1251,Hachette Book Group,106,589.36
1056,2010.0,Saving CeeCee Honeycutt,"Beth Hoffman, Jenna Lamia",eng,Intermediate,3.92,54341,genre fiction,0.0,2.99,1253,"Amazon Digital Services,  Inc.",106,316.94
1057,2012.0,Deadlocked,Charlaine Harris,eng,Intermediate,3.65,65932,nonfiction,635.364,9.99,1255,"Amazon Digital Services,  Inc.",106,1058.94
1058,2002.0,Everything's Eventual: 14 Dark Tales,Stephen King,eng,Intermediate,3.94,60932,fiction,190.164,2.99,1255,"Amazon Digital Services,  Inc.",106,316.94
1061,1996.0,Airframe,Michael Crichton,eng,Intermediate,3.66,59229,genre fiction,0.0,0.99,1263,"Amazon Digital Services,  Inc.",106,104.94
1063,2004.0,Bet Me,Jennifer Crusie,eng,Intermediate,3.95,70737,genre fiction,508.164,7.99,1266,Random House LLC,106,846.94
1065,2014.0,Gray Mountain,John Grisham,eng,Intermediate,3.52,37379,nonfiction,62.964,0.99,1268,"Amazon Digital Services,  Inc.",106,104.94
1068,2011.0,Night Road,Kristin Hannah,en-US,Excellent,4.17,58028,genre fiction,62.964,0.99,1272,"Amazon Digital Services,  Inc.",106,104.94
1069,1999.0,Tripwire,Lee Child,eng,Excellent,4.07,55251,genre fiction,0.0,2.99,1273,"Amazon Digital Services,  Inc.",106,316.94
